%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       20.0000       1.26204        9.0098       10.0167        8.2201        7.3559         0.034       33.0884     0.0167929     0.0000001     0.0000000     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       20.0000       1.26203        9.0098       10.0167        8.2201        7.3559         0.034       33.0884     0.0167929     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       20.0000       1.26203        9.0098       10.0167        8.2201        7.3559         0.034       33.0883     0.0167928     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.26202        9.0098       10.0167        8.2201        7.3559         0.034       33.0883     0.0167928     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.26202        9.0098       10.0167        8.2201        7.3559         0.034       33.0882     0.0167927     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.26202        9.0098       10.0167        8.2201        7.3559         0.034       33.0882     0.0167927     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       20.0000       1.26201        9.0098       10.0167        8.2201        7.3559         0.034       33.0881     0.0167926     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.26201        9.0098       10.0167        8.2201        7.3559         0.034       33.0881     0.0167926     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.26201        9.0098       10.0167        8.2201        7.3559         0.034       33.0880     0.0167926     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.26200        9.0098       10.0167        8.2201        7.3559         0.034       33.0879     0.0167925     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       20.0000       1.26200        9.0098       10.0167        8.2201        7.3559         0.033       33.0879     0.0167925     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.26199        9.0098       10.0167        8.2201        7.3559         0.033       33.0879     0.0167924     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.26199        9.0098       10.0167        8.2201        7.3559         0.033       33.0878     0.0167924     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.26199        9.0098       10.0167        8.2201        7.3559         0.033       33.0877     0.0167923     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       20.0000       1.26198        9.0098       10.0167        8.2201        7.3559         0.033       33.0877     0.0167923     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.26198        9.0098       10.0167        8.2201        7.3559         0.033       33.0876     0.0167922     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.26197        9.0098       10.0167        8.2201        7.3559         0.033       33.0876     0.0167922     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.26197        9.0098       10.0167        8.2201        7.3559         0.033       33.0875     0.0167921     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       20.0000       1.26197        9.0098       10.0167        8.2201        7.3558         0.033       33.0875     0.0167921     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.26196        9.0098       10.0167        8.2201        7.3558         0.033       33.0874     0.0167921     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.26196        9.0098       10.0167        8.2200        7.3558         0.033       33.0874     0.0167920     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.26195        9.0098       10.0167        8.2200        7.3558         0.033       33.0873     0.0167920     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       20.0000       1.26195        9.0098       10.0167        8.2200        7.3558         0.032       33.0873     0.0167919     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.26195        9.0098       10.0167        8.2200        7.3558         0.032       33.0872     0.0167919     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.26194        9.0098       10.0167        8.2200        7.3558         0.032       33.0872     0.0167918     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.26194        9.0098       10.0167        8.2200        7.3558         0.032       33.0871     0.0167918     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          13.            0.       20.0000       1.26193        9.0098       10.0167        8.2200        7.3558         0.032       33.0871     0.0167918     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.26193        9.0098       10.0167        8.2200        7.3558         0.032       33.0870     0.0167917     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.26193        9.0098       10.0167        8.2200        7.3558         0.032       33.0870     0.0167917     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.26192        9.0098       10.0167        8.2200        7.3558         0.032       33.0869     0.0167916     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          15.            0.       20.0000       1.26192        9.0098       10.0167        8.2200        7.3558         0.032       33.0869     0.0167916     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.26192        9.0098       10.0167        8.2200        7.3558         0.032       33.0868     0.0167915     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.26191        9.0098       10.0167        8.2200        7.3558         0.032       33.0868     0.0167915     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.26191        9.0098       10.0167        8.2200        7.3558         0.032       33.0867     0.0167914     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          17.            0.       20.0000       1.26190        9.0098       10.0167        8.2200        7.3558         0.032       33.0867     0.0167914     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.26190        9.0098       10.0167        8.2200        7.3558         0.031       33.0867     0.0167914     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.26190        9.0098       10.0167        8.2200        7.3558         0.031       33.0866     0.0167913     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.26189        9.0097       10.0167        8.2200        7.3558         0.031       33.0866     0.0167913     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          19.            0.       20.0000       1.26189        9.0097       10.0167        8.2200        7.3558         0.031       33.0867     0.0167913     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       20.0000       1.26189        9.0097       10.0167        8.2200        7.3558         0.031       33.0870     0.0167912     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       20.0000       1.26189        9.0098       10.0167        8.2200        7.3558         0.031       33.0881     0.0167912     0.0000082     0.0000000     0.0000082     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
