%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       21.0000       1.53050        5.4184        6.0118        4.9492        4.4343         0.043       35.4091     0.0502373     0.0000002     0.0000000     0.0000001     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       21.0000       1.53048        5.4184        6.0118        4.9493        4.4345         0.043       35.4094     0.0502329     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       21.0000       1.53047        5.4185        6.0118        4.9494        4.4347         0.042       35.4096     0.0502285     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.53046        5.4185        6.0118        4.9495        4.4349         0.042       35.4098     0.0502241     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.53045        5.4186        6.0118        4.9496        4.4350         0.042       35.4100     0.0502197     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.53044        5.4186        6.0118        4.9497        4.4352         0.041       35.4102     0.0502153     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       21.0000       1.53043        5.4187        6.0118        4.9498        4.4354         0.041       35.4104     0.0502109     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.53041        5.4187        6.0118        4.9499        4.4356         0.041       35.4107     0.0502065     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.53040        5.4187        6.0118        4.9500        4.4357         0.041       35.4109     0.0502021     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.53039        5.4188        6.0118        4.9501        4.4359         0.040       35.4111     0.0501977     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       21.0000       1.53038        5.4188        6.0118        4.9502        4.4361         0.040       35.4113     0.0501933     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.53037        5.4189        6.0118        4.9503        4.4363         0.040       35.4115     0.0501889     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.53035        5.4189        6.0118        4.9504        4.4365         0.039       35.4117     0.0501845     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.53034        5.4189        6.0118        4.9505        4.4366         0.039       35.4119     0.0501802     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       21.0000       1.53033        5.4190        6.0118        4.9506        4.4368         0.039       35.4121     0.0501757     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.53032        5.4190        6.0118        4.9507        4.4370         0.038       35.4123     0.0501714     0.0000091     0.0000000     0.0000019     0.0000073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.53031        5.4191        6.0118        4.9508        4.4372         0.038       35.4125     0.0501670     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.53030        5.4191        6.0118        4.9509        4.4374         0.038       35.4127     0.0501626     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       21.0000       1.53028        5.4192        6.0118        4.9510        4.4375         0.038       35.4129     0.0501582     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.53027        5.4192        6.0118        4.9511        4.4377         0.037       35.4131     0.0501538     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.53026        5.4192        6.0118        4.9512        4.4379         0.037       35.4133     0.0501494     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.53025        5.4193        6.0118        4.9513        4.4381         0.037       35.4134     0.0501450     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       21.0000       1.53024        5.4193        6.0118        4.9514        4.4382         0.036       35.4136     0.0501407     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       21.0000       1.53022        5.4194        6.0118        4.9515        4.4384         0.036       35.4138     0.0501363     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       21.0000       1.53021        5.4194        6.0118        4.9516        4.4386         0.036       35.4140     0.0501319     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       21.0000       1.53020        5.4194        6.0118        4.9517        4.4388         0.036       35.4142     0.0501275     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          13.            0.       21.0000       1.53019        5.4195        6.0118        4.9518        4.4390         0.035       35.4143     0.0501232     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       21.0000       1.53018        5.4195        6.0118        4.9519        4.4391         0.035       35.4145     0.0501188     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       21.0000       1.53016        5.4196        6.0118        4.9520        4.4393         0.035       35.4147     0.0501144     0.0000091     0.0000000     0.0000019     0.0000072     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
