%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       20.0000       1.27291        9.0146       10.0170        8.2285        7.3682         0.032       35.2451     0.0168889     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       20.0000       1.27291        9.0146       10.0170        8.2285        7.3682         0.032       35.2451     0.0168888     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       20.0000       1.27291        9.0146       10.0170        8.2285        7.3682         0.032       35.2451     0.0168888     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.27290        9.0146       10.0170        8.2285        7.3682         0.032       35.2451     0.0168888     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.27290        9.0146       10.0170        8.2285        7.3682         0.031       35.2451     0.0168887     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.27290        9.0146       10.0170        8.2285        7.3682         0.031       35.2451     0.0168887     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       20.0000       1.27289        9.0146       10.0170        8.2285        7.3682         0.031       35.2451     0.0168886     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.27289        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168886     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.27289        9.0146       10.0170        8.2285        7.3682         0.031       35.2451     0.0168885     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.27288        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168885     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       20.0000       1.27288        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168884     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.27288        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168884     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.27287        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168883     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.27287        9.0146       10.0170        8.2285        7.3682         0.031       35.2452     0.0168883     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       20.0000       1.27287        9.0146       10.0170        8.2285        7.3682         0.030       35.2452     0.0168883     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.27286        9.0146       10.0170        8.2285        7.3682         0.030       35.2452     0.0168882     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.27286        9.0146       10.0170        8.2285        7.3682         0.030       35.2453     0.0168882     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.27285        9.0146       10.0170        8.2285        7.3682         0.030       35.2453     0.0168881     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       20.0000       1.27285        9.0145       10.0170        8.2284        7.3682         0.030       35.2453     0.0168881     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.27285        9.0145       10.0170        8.2284        7.3682         0.030       35.2453     0.0168881     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.27284        9.0145       10.0170        8.2284        7.3682         0.030       35.2453     0.0168880     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.27284        9.0145       10.0170        8.2284        7.3682         0.030       35.2453     0.0168880     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       20.0000       1.27284        9.0145       10.0170        8.2284        7.3682         0.030       35.2454     0.0168879     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.27283        9.0145       10.0170        8.2284        7.3682         0.030       35.2454     0.0168879     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.27283        9.0145       10.0170        8.2284        7.3682         0.030       35.2454     0.0168879     0.0000083     0.0000000     0.0000083     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
