%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       19.0000       1.51416        5.4076        6.0103        4.9341        4.4157         0.003       33.0477     0.0502833     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       19.0000       1.51414        5.4077        6.0103        4.9342        4.4159         0.003       33.0477     0.0502789     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       19.0000       1.51413        5.4077        6.0103        4.9343        4.4161         0.003       33.0476     0.0502745     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51412        5.4078        6.0103        4.9344        4.4162         0.003       33.0476     0.0502701     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51410        5.4078        6.0103        4.9345        4.4164         0.003       33.0475     0.0502657     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51409        5.4078        6.0103        4.9346        4.4166         0.003       33.0474     0.0502613     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       19.0000       1.51407        5.4079        6.0103        4.9347        4.4168         0.003       33.0473     0.0502569     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51406        5.4079        6.0103        4.9348        4.4169         0.003       33.0473     0.0502525     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51405        5.4080        6.0103        4.9349        4.4171         0.003       33.0472     0.0502481     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51403        5.4080        6.0103        4.9350        4.4173         0.002       33.0472     0.0502437     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       19.0000       1.51402        5.4081        6.0103        4.9351        4.4175         0.002       33.0471     0.0502393     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51400        5.4081        6.0103        4.9352        4.4176         0.002       33.0470     0.0502349     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51399        5.4081        6.0103        4.9353        4.4178         0.002       33.0470     0.0502304     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51397        5.4082        6.0103        4.9354        4.4180         0.002       33.0469     0.0502260     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       19.0000       1.51396        5.4082        6.0103        4.9355        4.4182         0.002       33.0468     0.0502217     0.0000097     0.0000000     0.0000026     0.0000071     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
