%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       19.0000       1.26212        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169701     0.0000001     0.0000000     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       19.0000       1.26211        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169701     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       19.0000       1.26211        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169701     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.26210        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169701     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.26210        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169701     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.26210        9.0087       10.0166        8.2185        7.3538         0.001       33.1719     0.0169700     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       19.0000       1.26209        9.0087       10.0166        8.2184        7.3538         0.001       33.1719     0.0169700     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.26209        9.0087       10.0166        8.2184        7.3538         0.001       33.1719     0.0169700     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.26208        9.0087       10.0166        8.2184        7.3538         0.001       33.1719     0.0169700     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.26208        9.0087       10.0166        8.2184        7.3538         0.001       33.1719     0.0169699     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       19.0000       1.26208        9.0087       10.0166        8.2184        7.3537         0.001       33.1719     0.0169699     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.26207        9.0087       10.0166        8.2184        7.3537         0.001       33.1719     0.0169699     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.26207        9.0087       10.0166        8.2184        7.3537         0.001       33.1719     0.0169698     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.26206        9.0087       10.0166        8.2184        7.3537         0.001       33.1718     0.0169698     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       19.0000       1.26206        9.0087       10.0166        8.2184        7.3537         0.001       33.1718     0.0169698     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.26206        9.0087       10.0166        8.2184        7.3537         0.001       33.1718     0.0169698     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.26205        9.0087       10.0166        8.2184        7.3537         0.000       33.1718     0.0169698     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.26205        9.0087       10.0166        8.2184        7.3537         0.000       33.1718     0.0169697     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       19.0000       1.26204        9.0087       10.0166        8.2184        7.3537         0.000       33.1718     0.0169697     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.26204        9.0087       10.0166        8.2184        7.3537         0.000       33.1718     0.0169697     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.26204        9.0086       10.0166        8.2184        7.3537         0.000       33.1718     0.0169697     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.26203        9.0086       10.0166        8.2184        7.3537         0.000       33.1718     0.0169696     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       19.0000       1.26203        9.0086       10.0166        8.2184        7.3537         0.000       33.1718     0.0169696     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.26202        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169696     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.26202        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169696     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.26202        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169695     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          13.            0.       19.0000       1.26201        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169695     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       19.0000       1.26201        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169695     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       19.0000       1.26200        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169694     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       19.0000       1.26200        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169694     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          15.            0.       19.0000       1.26200        9.0086       10.0166        8.2183        7.3536         0.000       33.1718     0.0169694     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       19.0000       1.26199        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169694     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       19.0000       1.26199        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169693     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       19.0000       1.26198        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169693     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          17.            0.       19.0000       1.26198        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169693     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       19.0000       1.26198        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169693     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       19.0000       1.26197        9.0086       10.0166        8.2183        7.3536         0.000       33.1717     0.0169692     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       19.0000       1.26197        9.0086       10.0166        8.2183        7.3535         0.000       33.1717     0.0169692     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          19.            0.       19.0000       1.26196        9.0086       10.0166        8.2183        7.3535         0.000       33.1717     0.0169692     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       19.0000       1.26196        9.0086       10.0166        8.2183        7.3535         0.000       33.1717     0.0169692     0.0000090     0.0000000     0.0000090     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
