%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       20.0000       2.00986        5.4045        6.0100        4.9293        4.4093         0.020       31.8262     0.0668148     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       20.0000       2.00981        5.4047        6.0100        4.9296        4.4098         0.020       31.8258     0.0667966     0.0000425     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       20.0000       2.00975        5.4048        6.0100        4.9300        4.4103         0.020       31.8254     0.0667784     0.0000425     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       2.00970        5.4049        6.0100        4.9303        4.4109         0.020       31.8250     0.0667602     0.0000424     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       2.00965        5.4051        6.0100        4.9306        4.4114         0.020       31.8247     0.0667420     0.0000424     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       2.00959        5.4052        6.0100        4.9309        4.4120         0.019       31.8243     0.0667239     0.0000424     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       20.0000       2.00954        5.4053        6.0100        4.9312        4.4125         0.019       31.8239     0.0667058     0.0000424     0.0000000     0.0000038     0.0000386     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       2.00948        5.4055        6.0100        4.9315        4.4131         0.019       31.8235     0.0666877     0.0000424     0.0000000     0.0000038     0.0000385     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       2.00943        5.4056        6.0100        4.9318        4.4136         0.019       31.8232     0.0666696     0.0000424     0.0000000     0.0000038     0.0000385     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       2.00937        5.4057        6.0100        4.9321        4.4142         0.019       31.8228     0.0666516     0.0000423     0.0000000     0.0000038     0.0000385     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       20.0000       2.00932        5.4059        6.0100        4.9324        4.4147         0.019       31.8224     0.0666336     0.0000423     0.0000000     0.0000038     0.0000385     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       2.00927        5.4060        6.0100        4.9327        4.4152         0.019       31.8220     0.0666156     0.0000423     0.0000000     0.0000038     0.0000385     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       2.00921        5.4061        6.0100        4.9331        4.4158         0.019       31.8217     0.0665976     0.0000423     0.0000000     0.0000038     0.0000384     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       2.00916        5.4063        6.0100        4.9334        4.4163         0.019       31.8213     0.0665797     0.0000423     0.0000000     0.0000038     0.0000384     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       20.0000       2.00910        5.4064        6.0100        4.9337        4.4169         0.019       31.8209     0.0665618     0.0000422     0.0000000     0.0000038     0.0000384     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       2.00905        5.4065        6.0100        4.9340        4.4174         0.019       31.8206     0.0665439     0.0000422     0.0000000     0.0000038     0.0000384     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       2.00899        5.4067        6.0100        4.9343        4.4179         0.019       31.8202     0.0665260     0.0000422     0.0000000     0.0000038     0.0000384     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
