%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       21.0000       1.25793        2.7046        3.0059        2.4668        2.2066         0.035       32.0943     0.1653874     0.0000014     0.0000000     0.0000000     0.0000014     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       21.0000       1.25356        2.7135        3.0060        2.4870        2.2420         0.035       32.0613     0.1596466     0.0010450     0.0000000     0.0000000     0.0010450     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       21.0000       1.24948        2.7216        3.0061        2.5058        2.2756         0.035       32.0332     0.1544575     0.0009846     0.0000000     0.0000000     0.0009846     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.24573        2.7290        3.0062        2.5227        2.3063         0.034       32.0106     0.1499094     0.0009321     0.0000000     0.0000000     0.0009321     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.24229        2.7357        3.0063        2.5378        2.3342         0.034       31.9923     0.1459455     0.0008864     0.0000000     0.0000000     0.0008864     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.23911        2.7417        3.0064        2.5514        2.3594         0.034       31.9772     0.1424795     0.0008463     0.0000000     0.0000000     0.0008463     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       21.0000       1.23617        2.7472        3.0065        2.5636        2.3822         0.033       31.9646     0.1394314     0.0008109     0.0000000     0.0000000     0.0008109     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.23342        2.7522        3.0066        2.5746        2.4029         0.033       31.9538     0.1367345     0.0007793     0.0000000     0.0000000     0.0007793     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.23084        2.7569        3.0067        2.5847        2.4217         0.032       31.9444     0.1343338     0.0007509     0.0000000     0.0000000     0.0007509     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.22842        2.7611        3.0068        2.5939        2.4389         0.032       31.9361     0.1321848     0.0007252     0.0000000     0.0000000     0.0007252     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       21.0000       1.22612        2.7651        3.0069        2.6023        2.4546         0.032       31.9286     0.1302514     0.0007018     0.0000000     0.0000000     0.0007018     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.22394        2.7688        3.0070        2.6100        2.4690         0.031       31.9219     0.1285039     0.0006804     0.0000000     0.0000000     0.0006804     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.22186        2.7722        3.0071        2.6171        2.4823         0.031       31.9158     0.1269173     0.0006608     0.0000000     0.0000000     0.0006608     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.21988        2.7755        3.0071        2.6238        2.4945         0.030       31.9100     0.1254713     0.0006427     0.0000000     0.0000000     0.0006427     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
