%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       20.0000       2.00752        1.8011        2.0033        1.6425        1.4690         0.000       31.5111     0.5954831     0.0000031     0.0000000     0.0000000     0.0000031     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       20.0000       1.73205        1.9268        2.0119        1.8601        1.8109         0.001       30.5551     0.3380267     0.1152199     0.0000000     0.0000000     0.1152199     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       20.0000       1.58239        1.9845        2.0183        1.9423        1.9201         0.001       29.9368     0.2746901     0.0429741     0.0000000     0.0000000     0.0429741     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.49618        2.0110        2.0229        1.9745        1.9560         0.001       29.5645     0.2502731     0.0261167     0.0000000     0.0000000     0.0261167     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.43878        2.0264        2.0263        1.9923        1.9753         0.001       29.3144     0.2360021     0.0189590     0.0000000     0.0000000     0.0189590     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.39621        2.0370        2.0290        2.0042        1.9881         0.001       29.1333     0.2260846     0.0149614     0.0000000     0.0000000     0.0149614     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       20.0000       1.36242        2.0449        2.0312        2.0129        1.9973         0.002       28.9893     0.2185771     0.0123994     0.0000000     0.0000000     0.0123994     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.33422        2.0513        2.0330        2.0198        2.0045         0.002       28.8691     0.2125135     0.0105941     0.0000000     0.0000000     0.0105941     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.30990        2.0567        2.0347        2.0256        2.0105         0.002       28.7650     0.2074037     0.0092410     0.0000000     0.0000000     0.0092410     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.28844        2.0614        2.0362        2.0306        2.0157         0.002       28.6733     0.2029624     0.0081812     0.0000000     0.0000000     0.0081812     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       20.0000       1.26920        2.0656        2.0375        2.0350        2.0203         0.002       28.5914     0.1990229     0.0073256     0.0000000     0.0000000     0.0073256     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
