%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       20.0000       1.51264        3.6066        4.0075        3.2905        2.9442         0.058       32.6562     0.1117440     0.0000008     0.0000000     0.0000000     0.0000008     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       20.0000       1.51196        3.6081        4.0075        3.2941        2.9505         0.057       32.6518     0.1112173     0.0002506     0.0000000     0.0000001     0.0002506     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       20.0000       1.51129        3.6097        4.0075        3.2976        2.9567         0.057       32.6475     0.1106982     0.0002486     0.0000000     0.0000001     0.0002485     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.51062        3.6112        4.0075        3.3011        2.9629         0.056       32.6435     0.1101889     0.0002466     0.0000000     0.0000001     0.0002465     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.50997        3.6127        4.0076        3.3046        2.9690         0.055       32.6396     0.1096901     0.0002447     0.0000000     0.0000001     0.0002446     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       20.0000       1.50932        3.6142        4.0076        3.3080        2.9750         0.055       32.6359     0.1092017     0.0002427     0.0000000     0.0000001     0.0002427     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       20.0000       1.50869        3.6156        4.0076        3.3113        2.9809         0.054       32.6323     0.1087233     0.0002409     0.0000000     0.0000001     0.0002408     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.50806        3.6170        4.0076        3.3146        2.9867         0.054       32.6289     0.1082548     0.0002390     0.0000000     0.0000001     0.0002390     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.50744        3.6184        4.0076        3.3178        2.9924         0.053       32.6256     0.1077956     0.0002373     0.0000000     0.0000001     0.0002372     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       20.0000       1.50683        3.6198        4.0076        3.3210        2.9981         0.052       32.6224     0.1073457     0.0002355     0.0000000     0.0000001     0.0002354     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       20.0000       1.50622        3.6211        4.0077        3.3241        3.0037         0.052       32.6194     0.1069045     0.0002338     0.0000000     0.0000001     0.0002337     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.50563        3.6225        4.0077        3.3272        3.0092         0.051       32.6165     0.1064719     0.0002321     0.0000000     0.0000001     0.0002320     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.50504        3.6238        4.0077        3.3302        3.0146         0.050       32.6137     0.1060475     0.0002304     0.0000000     0.0000001     0.0002304     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       20.0000       1.50446        3.6251        4.0077        3.3332        3.0199         0.050       32.6109     0.1056311     0.0002288     0.0000000     0.0000001     0.0002287     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       20.0000       1.50389        3.6264        4.0077        3.3361        3.0252         0.049       32.6083     0.1052226     0.0002272     0.0000000     0.0000001     0.0002271     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.50332        3.6276        4.0077        3.3390        3.0304         0.049       32.6058     0.1048217     0.0002257     0.0000000     0.0000001     0.0002256     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.50276        3.6289        4.0077        3.3418        3.0356         0.048       32.6033     0.1044280     0.0002241     0.0000000     0.0000001     0.0002241     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       20.0000       1.50220        3.6301        4.0078        3.3446        3.0406         0.048       32.6010     0.1040416     0.0002226     0.0000000     0.0000001     0.0002226     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       20.0000       1.50166        3.6313        4.0078        3.3474        3.0456         0.047       32.5987     0.1036620     0.0002211     0.0000000     0.0000001     0.0002211     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.50112        3.6325        4.0078        3.3501        3.0506         0.046       32.5965     0.1032892     0.0002197     0.0000000     0.0000001     0.0002196     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.50058        3.6337        4.0078        3.3528        3.0555         0.046       32.5944     0.1029230     0.0002183     0.0000000     0.0000001     0.0002182     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       20.0000       1.50005        3.6348        4.0078        3.3554        3.0603         0.045       32.5923     0.1025632     0.0002169     0.0000000     0.0000001     0.0002168     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       20.0000       1.49953        3.6360        4.0078        3.3580        3.0650         0.045       32.5903     0.1022096     0.0002155     0.0000000     0.0000001     0.0002154     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.49901        3.6371        4.0079        3.3606        3.0697         0.044       32.5884     0.1018622     0.0002141     0.0000000     0.0000001     0.0002141     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.49850        3.6382        4.0079        3.3631        3.0744         0.044       32.5865     0.1015205     0.0002128     0.0000000     0.0000001     0.0002127     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       20.0000       1.49799        3.6393        4.0079        3.3656        3.0789         0.043       32.5847     0.1011847     0.0002115     0.0000000     0.0000001     0.0002114     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          13.            0.       20.0000       1.49749        3.6404        4.0079        3.3681        3.0835         0.043       32.5829     0.1008545     0.0002102     0.0000000     0.0000001     0.0002102     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.49699        3.6414        4.0079        3.3705        3.0879         0.042       32.5812     0.1005298     0.0002090     0.0000000     0.0000001     0.0002089     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.49650        3.6425        4.0079        3.3729        3.0923         0.042       32.5796     0.1002103     0.0002077     0.0000000     0.0000001     0.0002076     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          14.            0.       20.0000       1.49602        3.6435        4.0080        3.3753        3.0967         0.041       32.5780     0.0998962     0.0002065     0.0000000     0.0000001     0.0002064     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          15.            0.       20.0000       1.49554        3.6446        4.0080        3.3776        3.1010         0.041       32.5764     0.0995872     0.0002053     0.0000000     0.0000001     0.0002052     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.49506        3.6456        4.0080        3.3799        3.1052         0.040       32.5749     0.0992831     0.0002041     0.0000000     0.0000001     0.0002040     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.49459        3.6466        4.0080        3.3822        3.1094         0.040       32.5735     0.0989839     0.0002029     0.0000000     0.0000001     0.0002029     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          16.            0.       20.0000       1.49412        3.6476        4.0080        3.3845        3.1136         0.039       32.5720     0.0986895     0.0002018     0.0000000     0.0000001     0.0002017     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          17.            0.       20.0000       1.49366        3.6486        4.0080        3.3867        3.1177         0.039       32.5707     0.0983997     0.0002007     0.0000000     0.0000001     0.0002006     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.49320        3.6495        4.0080        3.3889        3.1217         0.038       32.5693     0.0981144     0.0001996     0.0000000     0.0000001     0.0001995     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.49275        3.6505        4.0081        3.3910        3.1257         0.038       32.5680     0.0978336     0.0001985     0.0000000     0.0000001     0.0001984     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          18.            0.       20.0000       1.49230        3.6514        4.0081        3.3931        3.1297         0.037       32.5668     0.0975572     0.0001974     0.0000000     0.0000001     0.0001973     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          19.            0.       20.0000       1.49185        3.6524        4.0081        3.3953        3.1336         0.037       32.5656     0.0972849     0.0001963     0.0000000     0.0000001     0.0001962     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       20.0000       1.49141        3.6533        4.0081        3.3973        3.1374         0.036       32.5643     0.0970168     0.0001953     0.0000000     0.0000001     0.0001952     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       20.0000       1.49097        3.6542        4.0081        3.3994        3.1413         0.036       32.5632     0.0967528     0.0001942     0.0000000     0.0000001     0.0001942     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          20.            0.       20.0000       1.49054        3.6551        4.0081        3.4014        3.1450         0.036       32.5620     0.0964928     0.0001932     0.0000000     0.0000001     0.0001931     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          21.            0.       20.0000       1.49011        3.6560        4.0081        3.4034        3.1488         0.035       32.5610     0.0962366     0.0001922     0.0000000     0.0000001     0.0001921     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          22.            0.       20.0000       1.48968        3.6569        4.0082        3.4054        3.1524         0.035       32.5599     0.0959843     0.0001912     0.0000000     0.0000001     0.0001912     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          22.            0.       20.0000       1.48926        3.6578        4.0082        3.4073        3.1561         0.034       32.5588     0.0957356     0.0001903     0.0000000     0.0000001     0.0001902     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          22.            0.       20.0000       1.48884        3.6587        4.0082        3.4093        3.1597         0.034       32.5578     0.0954907     0.0001893     0.0000000     0.0000001     0.0001892     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          23.            0.       20.0000       1.48842        3.6595        4.0082        3.4112        3.1632         0.034       32.5569     0.0952492     0.0001883     0.0000000     0.0000001     0.0001883     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          24.            0.       20.0000       1.48801        3.6604        4.0082        3.4131        3.1668         0.033       32.5559     0.0950114     0.0001874     0.0000000     0.0000001     0.0001873     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          24.            0.       20.0000       1.48760        3.6612        4.0082        3.4149        3.1702         0.033       32.5550     0.0947769     0.0001865     0.0000000     0.0000001     0.0001864     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          24.            0.       20.0000       1.48720        3.6620        4.0082        3.4168        3.1737         0.033       32.5540     0.0945458     0.0001856     0.0000000     0.0000001     0.0001855     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          25.            0.       20.0000       1.48680        3.6628        4.0083        3.4186        3.1771         0.032       32.5532     0.0943179     0.0001847     0.0000000     0.0000001     0.0001846     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          26.            0.       20.0000       1.48640        3.6637        4.0083        3.4204        3.1804         0.032       32.5523     0.0940933     0.0001838     0.0000000     0.0000001     0.0001837     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          26.            0.       20.0000       1.48600        3.6645        4.0083        3.4222        3.1838         0.032       32.5515     0.0938718     0.0001829     0.0000000     0.0000001     0.0001829     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          26.            0.       20.0000       1.48561        3.6653        4.0083        3.4239        3.1871         0.031       32.5507     0.0936534     0.0001821     0.0000000     0.0000001     0.0001820     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          27.            0.       20.0000       1.48522        3.6661        4.0083        3.4257        3.1903         0.031       32.5499     0.0934381     0.0001812     0.0000000     0.0000001     0.0001811     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          28.            0.       20.0000       1.48484        3.6668        4.0083        3.4274        3.1935         0.031       32.5491     0.0932258     0.0001804     0.0000000     0.0000001     0.0001803     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          28.            0.       20.0000       1.48445        3.6676        4.0083        3.4291        3.1967         0.030       32.5484     0.0930164     0.0001795     0.0000000     0.0000001     0.0001795     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          28.            0.       20.0000       1.48407        3.6684        4.0084        3.4308        3.1999         0.030       32.5476     0.0928098     0.0001787     0.0000000     0.0000001     0.0001787     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          29.            0.       20.0000       1.48370        3.6691        4.0084        3.4324        3.2030         0.030       32.5469     0.0926060     0.0001779     0.0000000     0.0000001     0.0001778     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          30.            0.       20.0000       1.48332        3.6699        4.0084        3.4341        3.2060         0.029       32.5462     0.0924050     0.0001771     0.0000000     0.0000001     0.0001770     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          30.            0.       20.0000       1.48295        3.6706        4.0084        3.4357        3.2091         0.029       32.5455     0.0922067     0.0001763     0.0000000     0.0000001     0.0001763     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          30.            0.       20.0000       1.48258        3.6714        4.0084        3.4373        3.2121         0.029       32.5449     0.0920110     0.0001756     0.0000000     0.0000001     0.0001755     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          31.            0.       20.0000       1.48222        3.6721        4.0084        3.4389        3.2151         0.029       32.5442     0.0918180     0.0001748     0.0000000     0.0000001     0.0001747     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          32.            0.       20.0000       1.48185        3.6728        4.0084        3.4404        3.2180         0.028       32.5436     0.0916274     0.0001740     0.0000000     0.0000001     0.0001739     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          32.            0.       20.0000       1.48149        3.6735        4.0085        3.4420        3.2209         0.028       32.5430     0.0914394     0.0001733     0.0000000     0.0000001     0.0001732     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          32.            0.       20.0000       1.48114        3.6742        4.0085        3.4435        3.2238         0.028       32.5424     0.0912539     0.0001725     0.0000000     0.0000001     0.0001725     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          33.            0.       20.0000       1.48078        3.6749        4.0085        3.4451        3.2267         0.028       32.5418     0.0910707     0.0001718     0.0000000     0.0000001     0.0001717     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          34.            0.       20.0000       1.48043        3.6756        4.0085        3.4466        3.2295         0.027       32.5413     0.0908899     0.0001711     0.0000000     0.0000001     0.0001710     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          34.            0.       20.0000       1.48008        3.6763        4.0085        3.4480        3.2323         0.027       32.5407     0.0907115     0.0001704     0.0000000     0.0000001     0.0001703     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          34.            0.       20.0000       1.47973        3.6770        4.0085        3.4495        3.2350         0.027       32.5402     0.0905354     0.0001697     0.0000000     0.0000001     0.0001696     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          35.            0.       20.0000       1.47938        3.6777        4.0085        3.4510        3.2378         0.027       32.5397     0.0903614     0.0001690     0.0000000     0.0000001     0.0001689     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          36.            0.       20.0000       1.47904        3.6783        4.0086        3.4524        3.2405         0.027       32.5393     0.0901897     0.0001683     0.0000000     0.0000001     0.0001682     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          36.            0.       20.0000       1.47867        3.6790        4.0086        3.4538        3.2431         0.026       32.5356     0.0900201     0.0001676     0.0000000     0.0000001     0.0001675     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          36.            0.       19.0000       1.47776        3.6788        4.0084        3.4545        3.2451         0.026       32.5255     0.0898632     0.0001669     0.0000000     0.0000001     0.0001668     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          37.            0.       18.0000       1.47665        3.6784        4.0081        3.4550        3.2469         0.026       32.5114     0.0897126     0.0001663     0.0000000     0.0000001     0.0001662     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          38.            0.       17.0000       1.47525        3.6777        4.0077        3.4552        3.2484         0.026       32.4928     0.0895649     0.0001657     0.0000000     0.0000002     0.0001655     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          38.            0.       16.0000       1.47348        3.6766        4.0072        3.4550        3.2494         0.026       32.4685     0.0894221     0.0001650     0.0000000     0.0000003     0.0001647     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          38.            0.       15.0000       1.47119        3.6751        4.0064        3.4543        3.2500         0.026       32.4358     0.0892842     0.0001643     0.0000000     0.0000004     0.0001639     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          39.            0.       14.0000       1.46820        3.6730        4.0054        3.4531        3.2499         0.027       32.3921     0.0891542     0.0001636     0.0000000     0.0000006     0.0001630     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          40.            0.       13.0000       1.46427        3.6703        4.0040        3.4511        3.2491         0.027       32.3333     0.0890287     0.0001628     0.0000000     0.0000009     0.0001619     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          40.            0.       12.0000       1.45909        3.6668        4.0023        3.4481        3.2472         0.028       32.2530     0.0889129     0.0001619     0.0000000     0.0000013     0.0001606     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          40.            0.       11.0000       1.45227        3.6625        4.0003        3.4441        3.2440         0.029       32.1431     0.0888067     0.0001609     0.0000000     0.0000019     0.0001590     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          41.            0.       10.0000       1.44337        3.6574        3.9980        3.4389        3.2393         0.031       31.9915     0.0887205     0.0001599     0.0000000     0.0000028     0.0001571     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          42.            0.        9.0000       1.43197        3.6516        3.9959        3.4324        3.2331         0.033       31.7822     0.0886670     0.0001590     0.0000000     0.0000042     0.0001548     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          42.            0.        8.0000       1.41777        3.6455        3.9945        3.4249        3.2253         0.037       31.4943     0.0886813     0.0001587     0.0000000     0.0000063     0.0001524     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          42.            0.        7.0000       1.40076        3.6401        3.9947        3.4171        3.2165         0.043       31.1016     0.0888271     0.0001599     0.0000000     0.0000096     0.0001503     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          43.            0.        6.0000       1.38152        3.6369        3.9970        3.4107        3.2082         0.051       30.5695     0.0892292     0.0001642     0.0000000     0.0000147     0.0001495     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          44.            0.        5.0000       1.36153        3.6386        4.0014        3.4083        3.2029         0.063       29.8447     0.0901326     0.0001756     0.0000005     0.0000231     0.0001519     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          44.            0.        4.0000       1.34356        3.6490        4.0074        3.4146        3.2054         0.081       28.8159     0.0920380     0.0002481     0.0000484     0.0000377     0.0001621     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          44.            0.        3.0000       1.33233        3.6735        4.0144        3.4375        3.2249         0.103       27.2260     0.0960589     0.0018440     0.0015866     0.0000659     0.0001915     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          45.            0.        2.0000       1.33844        3.7197        4.0218        3.4923        3.2843         0.111       25.7526     0.1053001     0.0191429     0.0187223     0.0001322     0.0002884     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          46.            0.        2.0000       1.31732        3.7252        4.0223        3.5014        3.2983         0.103       25.2080     0.1030233     0.0173634     0.0169766     0.0001283     0.0002586     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          46.            0.        2.0000       1.29931        3.7314        4.0228        3.5115        3.3137         0.108       25.1890     0.1009571     0.0159249     0.0155655     0.0001251     0.0002343     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          46.            0.        2.0000       1.28281        3.7374        4.0232        3.5212        3.3283         0.111       25.3024     0.0990663     0.0146782     0.0143421     0.0001223     0.0002138     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          47.            0.        2.0000       1.26756        3.7430        4.0237        3.5302        3.3419         0.114       25.4631     0.0973387     0.0135854     0.0132696     0.0001196     0.0001962     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          48.            0.        2.0000       1.25338        3.7481        4.0241        3.5385        3.3544         0.117       25.6413     0.0957567     0.0126199     0.0123217     0.0001172     0.0001810     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          48.            0.        2.0000       1.24014        3.7529        4.0244        3.5462        3.3658         0.120       25.8271     0.0943035     0.0117616     0.0114789     0.0001149     0.0001677     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          48.            0.        2.0000       1.22774        3.7574        4.0248        3.5533        3.3763         0.124       26.0171     0.0929642     0.0109946     0.0107256     0.0001128     0.0001562     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          49.            0.        2.0000       1.21609        3.7616        4.0251        3.5598        3.3860         0.128       26.2098     0.0917258     0.0103063     0.0100494     0.0001109     0.0001459     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          50.            0.        2.0000       1.20514        3.7655        4.0255        3.5659        3.3948         0.132       26.4044     0.0905773     0.0096859     0.0094400     0.0001090     0.0001369     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          50.            0.        2.0000       1.19480        3.7691        4.0258        3.5716        3.4030         0.137       26.6004     0.0895090     0.0091248     0.0088887     0.0001073     0.0001288     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          50.            0.        2.0000       1.18503        3.7726        4.0261        3.5768        3.4105         0.141       26.7973     0.0885126     0.0086154     0.0083881     0.0001057     0.0001216     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          51.            0.        2.0000       1.17578        3.7758        4.0264        3.5817        3.4175         0.146       26.9946     0.0875810     0.0081514     0.0079322     0.0001042     0.0001151     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          52.            0.        2.0000       1.16700        3.7788        4.0267        3.5863        3.4239         0.151       27.1923     0.0867079     0.0077276     0.0075156     0.0001028     0.0001092     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          52.            0.        2.0000       1.15865        3.7817        4.0269        3.5906        3.4299         0.156       27.3901     0.0858881     0.0073392     0.0071340     0.0001014     0.0001038     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          52.            0.        2.0000       1.15072        3.7844        4.0272        3.5946        3.4354         0.161       27.5883     0.0851167     0.0069825     0.0067834     0.0001001     0.0000990     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          53.            0.        2.0000       1.14316        3.7870        4.0274        3.5984        3.4405         0.165       27.7878     0.0843899     0.0066543     0.0064608     0.0000989     0.0000945     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
