%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       19.0000       1.51407        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203585     0.0000002     0.0000000     0.0000002     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       19.0000       1.51406        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203584     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       19.0000       1.51406        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203584     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51405        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203584     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51405        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203583     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       1.51405        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203583     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       19.0000       1.51404        9.0087       10.0166        8.2184        7.3537         0.001       33.0870     0.0203582     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51404        9.0087       10.0166        8.2184        7.3536         0.001       33.0870     0.0203582     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51403        9.0087       10.0166        8.2184        7.3536         0.001       33.0870     0.0203582     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       1.51403        9.0087       10.0166        8.2184        7.3536         0.001       33.0869     0.0203581     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       19.0000       1.51402        9.0087       10.0166        8.2184        7.3536         0.001       33.0869     0.0203581     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51402        9.0087       10.0166        8.2184        7.3536         0.001       33.0869     0.0203581     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51401        9.0087       10.0166        8.2184        7.3536         0.001       33.0869     0.0203580     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       19.0000       1.51401        9.0087       10.0166        8.2184        7.3536         0.001       33.0869     0.0203580     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       19.0000       1.51400        9.0087       10.0166        8.2183        7.3536         0.001       33.0869     0.0203580     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.51400        9.0087       10.0166        8.2183        7.3536         0.001       33.0869     0.0203579     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.51399        9.0087       10.0166        8.2183        7.3536         0.001       33.0869     0.0203579     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       19.0000       1.51399        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203578     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       19.0000       1.51398        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203578     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.51398        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203578     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.51397        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203577     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       19.0000       1.51397        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203577     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       19.0000       1.51396        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203577     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.51396        9.0086       10.0166        8.2183        7.3536         0.001       33.0869     0.0203576     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.51395        9.0086       10.0166        8.2183        7.3535         0.001       33.0868     0.0203576     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          12.            0.       19.0000       1.51395        9.0086       10.0166        8.2183        7.3535         0.001       33.0868     0.0203575     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          13.            0.       19.0000       1.51394        9.0086       10.0166        8.2183        7.3535         0.001       33.0868     0.0203575     0.0000130     0.0000000     0.0000129     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
