%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       21.0000       1.28012        5.4208        6.0120        4.9531        4.4397         0.025       36.1963     0.0419184     0.0000001     0.0000000     0.0000001     0.0000001     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       21.0000       1.28012        5.4208        6.0120        4.9531        4.4398         0.024       36.1966     0.0419167     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       21.0000       1.28011        5.4209        6.0120        4.9532        4.4399         0.024       36.1969     0.0419149     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.28011        5.4209        6.0120        4.9532        4.4399         0.024       36.1971     0.0419132     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.28011        5.4209        6.0120        4.9533        4.4400         0.024       36.1974     0.0419115     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       21.0000       1.28010        5.4209        6.0120        4.9533        4.4401         0.024       36.1976     0.0419098     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       21.0000       1.28010        5.4209        6.0120        4.9534        4.4402         0.023       36.1978     0.0419080     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.28009        5.4209        6.0120        4.9534        4.4403         0.023       36.1981     0.0419063     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.28009        5.4210        6.0120        4.9534        4.4404         0.023       36.1983     0.0419045     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       21.0000       1.28008        5.4210        6.0120        4.9535        4.4405         0.023       36.1986     0.0419028     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       21.0000       1.28008        5.4210        6.0120        4.9535        4.4405         0.023       36.1988     0.0419011     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.28008        5.4210        6.0120        4.9536        4.4406         0.023       36.1990     0.0418993     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.28007        5.4210        6.0120        4.9536        4.4407         0.022       36.1993     0.0418976     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           6.            0.       21.0000       1.28007        5.4211        6.0120        4.9537        4.4408         0.022       36.1995     0.0418958     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           7.            0.       21.0000       1.28006        5.4211        6.0120        4.9537        4.4409         0.022       36.1997     0.0418941     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.28006        5.4211        6.0120        4.9538        4.4410         0.022       36.2000     0.0418923     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.28005        5.4211        6.0120        4.9538        4.4411         0.022       36.2002     0.0418906     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           8.            0.       21.0000       1.28005        5.4211        6.0120        4.9539        4.4411         0.022       36.2004     0.0418889     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           9.            0.       21.0000       1.28005        5.4211        6.0120        4.9539        4.4412         0.021       36.2006     0.0418872     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.28004        5.4212        6.0120        4.9540        4.4413         0.021       36.2008     0.0418854     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.28004        5.4212        6.0120        4.9540        4.4414         0.021       36.2010     0.0418836     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          10.            0.       21.0000       1.28003        5.4212        6.0120        4.9541        4.4415         0.021       36.2012     0.0418819     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
          11.            0.       21.0000       1.28003        5.4212        6.0120        4.9541        4.4416         0.021       36.2014     0.0418802     0.0000038     0.0000000     0.0000013     0.0000025     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
