%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       22.0000       2.02802        5.4147        6.0116        4.9429        4.4255         0.079       33.9483     0.0667461     0.0000004     0.0000000     0.0000001     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       22.0000       2.02797        5.4149        6.0116        4.9433        4.4261         0.079       33.9483     0.0667278     0.0000421     0.0000000     0.0000027     0.0000394     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       22.0000       2.02792        5.4150        6.0116        4.9436        4.4266         0.078       33.9484     0.0667095     0.0000420     0.0000000     0.0000027     0.0000393     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.02787        5.4151        6.0116        4.9439        4.4272         0.078       33.9484     0.0666912     0.0000420     0.0000000     0.0000027     0.0000393     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.02781        5.4153        6.0116        4.9442        4.4277         0.077       33.9484     0.0666730     0.0000420     0.0000000     0.0000027     0.0000393     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.02776        5.4154        6.0116        4.9445        4.4283         0.077       33.9484     0.0666548     0.0000420     0.0000000     0.0000027     0.0000393     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       22.0000       2.02771        5.4155        6.0116        4.9448        4.4288         0.077       33.9484     0.0666366     0.0000420     0.0000000     0.0000027     0.0000393     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       2.02766        5.4157        6.0116        4.9451        4.4294         0.076       33.9485     0.0666184     0.0000419     0.0000000     0.0000027     0.0000392     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       2.02761        5.4158        6.0116        4.9455        4.4299         0.076       33.9485     0.0666003     0.0000419     0.0000000     0.0000027     0.0000392     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       2.02756        5.4160        6.0116        4.9458        4.4305         0.075       33.9485     0.0665821     0.0000419     0.0000000     0.0000027     0.0000392     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       22.0000       2.02751        5.4161        6.0116        4.9461        4.4310         0.075       33.9485     0.0665641     0.0000419     0.0000000     0.0000027     0.0000392     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
