%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4260         0.086       35.9105     0.0168775     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4260         0.085       35.9104     0.0168773     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4260         0.085       35.9103     0.0168772     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4260         0.084       35.9102     0.0168771     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4261         0.083       35.9101     0.0168770     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4261         0.083       35.9100     0.0168769     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4261         0.082       35.9099     0.0168767     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       0.51055        5.4125        6.0109        4.9417        4.4261         0.081       35.9099     0.0168766     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       0.51055        5.4125        6.0109        4.9418        4.4261         0.081       35.9098     0.0168765     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       19.0000       0.51055        5.4125        6.0109        4.9418        4.4261         0.080       35.9097     0.0168764     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           5.            0.       19.0000       0.51054        5.4125        6.0109        4.9418        4.4261         0.079       35.9095     0.0168762     0.0000003     0.0000000     0.0000003     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
