%
%
% Run:2017  Table:COMPGRID          SWAN version:41.10A
%
%       Xp            Yp            Depth         Hsig          Tm_10         TPsmoo        Tm01          Tm02          Dir           Dspr          Steepn        Dissip        Ssurf         Sfric         Swcap         Redist        Snl3          Snl4          Genera        Swind    
%       [m]           [m]           [m]           [m]           [sec]         [sec]         [sec]         [sec]         [degr]        [degr]        [ ]           [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]        [m2/s]   
%
           0.            0.       22.0000       2.01684        3.6080        4.0081        3.2915        2.9448         0.046       32.5783     0.1489057     0.0000038     0.0000000     0.0000000     0.0000038     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           0.            0.       22.0000       2.01408        3.6127        4.0082        3.3024        2.9639         0.045       32.5665     0.1467912     0.0013791     0.0000000     0.0000001     0.0013790     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           1.            0.       22.0000       2.01140        3.6173        4.0082        3.3129        2.9826         0.045       32.5558     0.1447647     0.0013457     0.0000000     0.0000001     0.0013457     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.00882        3.6217        4.0083        3.3231        3.0006         0.044       32.5462     0.1428486     0.0013144     0.0000000     0.0000001     0.0013143     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.00634        3.6259        4.0083        3.3327        3.0179         0.044       32.5378     0.1410434     0.0012848     0.0000000     0.0000001     0.0012848     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           2.            0.       22.0000       2.00396        3.6299        4.0084        3.3419        3.0344         0.043       32.5304     0.1393417     0.0012571     0.0000000     0.0000001     0.0012570     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           3.            0.       22.0000       2.00166        3.6337        4.0084        3.3506        3.0503         0.043       32.5239     0.1377359     0.0012309     0.0000000     0.0000001     0.0012308     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       1.99944        3.6374        4.0085        3.3590        3.0655         0.043       32.5180     0.1362180     0.0012061     0.0000000     0.0000001     0.0012061     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       1.99730        3.6409        4.0085        3.3670        3.0802         0.042       32.5128     0.1347812     0.0011827     0.0000000     0.0000001     0.0011826     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
           4.            0.       22.0000       1.99522        3.6443        4.0086        3.3747        3.0942         0.042       32.5080     0.1334189     0.0011605     0.0000000     0.0000001     0.0011604     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
